chords,view,star,date,url,text
"['G5', 'Cadd9', 'Em7+9', 'B', 'Em', 'A7sus4']",9633,1,21.10.2015,https://amdm.ru/akkordi/ddt/126061/made_in_china/,"['Intro:', '}x8', 'Заболеть этой жизнью, туманами плакать...', 'Языком со стены собираешь росу', 'Заключённый побед, береги свою мякоть', 'И осколки часов на разбитом носу.', 'Стынут файлы в пыли, что до нас надоили', 'Эти реки и степи, сухая полынь', 'Ты опять голодна, до себя не дожили,', '|', 'Уходя, уходи - догорает латынь.', 'Все говорят, что звезды мне благоволят', 'Я на коне дыши, летай.', 'В душе тоска, в душе тоска,', '|', '|', '|', 'В душе тоска, вокруг - Китай...', 'Мусульманское сердце распято тротилом,', 'За берлинской стеной жарят жаб журавли.', 'Дорожает тоска, дешевеют кумиры', 'В век глобальных проблем, тараканов и тли.', 'Старый театр абсурда набит пустяками,', 'Мир - прямой, как блокбастер, грызёт пустоту', 'Семафорит мне беглый очкарик стихами:', '""Вы живой?! Посмотрите, я тоже расту!""', 'Все говорят, что звезды мне благоволят', 'Я на коне дыши, летай.', 'В душе тоска, в душе тоска,', 'В душе тоска, вокруг - Китай...', 'Все говорят, что звезды мне благоволят', 'Я на коне дыши, летай.', 'В душе тоска, в душе тоска,', '|', '|', '|', '|', 'В душе тоска, вокруг - Китай...']"
"['Am', 'G', 'F', 'Dm', 'E']",12519,29,05.03.2017,https://amdm.ru/akkordi/ddt/158672/beda/,"['Выросли перья у тощей зимы.', 'Серая грязь от Луны до креста.', 'Затопила дома как кошмарные сны.', 'Как голодная шлюха после поста.', 'Реки утюжит ветер-каток.', 'Из сучьев вылазит зеленый свист.', 'Пищит вода, гуляет восток.', 'Ухмыляется запад-контрабандист!', 'Припев:', 'Навалилась беда.', 'Как на огонь вода!', 'Сплющила рожу оконным стеклом.', 'Смотрит в дом!', 'Я схожу с ума!', 'Да! Я схожу с ума!', 'Я завесил все окна холодным сном,', 'Тяжелым льдом!', 'У котов съезд всех кошачьих каст!', 'Снег в дырах как память, ворон не счесть!', 'У кобелей по талону но всем сука не даст!', 'Оттаяло все: и любовь, и месть!', 'А я не рад теплу, я разлюбил рассвет!', 'Я сижу в темноте, шевелю рукой.', 'И мне кажется что меня уже нет,', 'Потому что тебя, тебя нет со мной!', 'Припев:', 'Навалилась беда.', 'Как на огонь вода!', 'Сплющила рожу оконным стеклом.', 'Смотрит в дом!', 'Я схожу с ума!', 'Да! Я схожу с ума!', 'Я завесил все окна холодным сном,', 'Тяжелым льдом!', 'Матерится земля - шкура на китах!', 'Драные бока подставляя теплу!', 'Солнце ударило небу в пах,', 'Деревья торчат по колено в бреду!', 'Полным распадом мира, весна!', 'Салютует всем нам, что она удалась.', 'Чует новые запахи стерва-страна!', 'Все готовится жить. Ты одна не спаслась!', 'Припев:', 'Навалилась беда.', 'Как на огонь вода!', 'Сплющила рожу оконным стеклом.', 'Смотрит в дом!', 'Я схожу с ума!', 'Да! Я схожу с ума!', 'Я завесил все окна холодным сном,', 'Тяжелым льдом!', 'Соны - виселецы. Дождь - потоп.', 'Разлука - беда уже на крыльце.', 'Перелетные птицы кричат между строк.', 'Я стираю глаза на своем лице.', 'Мне они никчему. ведь тебя больше нет.', 'Тонет память обрывками в луже воды.', 'Я глотаю последний огонь сигарет.', 'Я впустил ее в дом. Я в тисках у Весны!!', 'Припев:', 'Навалилась беда.', 'Как на огонь вода!', 'Сплющила рожу оконным стеклом.', 'Смотрит в дом!', 'Я схожу с ума!', 'Да! Я схожу с ума!', 'Я завесил все окна холодным сном,', 'Тяжелым льдом!', 'Навалилась беда.', 'Как на огонь вода!', 'Сплющила рожу оконным стеклом.', 'Смотрит в дом!', 'Я схожу с ума!', 'Да! Я схожу с ума!', 'Я завесил все окна холодным сном,', 'Тяжелым льдом!']"
"['Bm', 'E', 'G', 'F#', 'F', 'Em', 'A']",13409,27,26.07.2018,https://amdm.ru/akkordi/ddt/164825/baltiyskoe_more/,"['В этой глуши мы с тобой пережили', 'Больше того, что когда-то хотели', 'Стаи цветов над полями кружили', 'Тоньше небес, что нас когда-то раздели', 'Краски на холст ты устало бросала', 'Путая белое с черным в ответах', 'Это нас мало с тобой волновало', 'Помним лишь тени идущих за светом', 'Проигрыш:', '}x2', 'Нежность в ладонях, как воду, носила', 'Павшей листвой и дождем обнимала', 'Крепче, чем смерть, что за нами ходила', 'Точнее, чем время, на полках лежала', 'Хлопнула дверь и, забыв про веселье', 'Ты целовала меня в коридоре', 'Тоньше зарниц, что вдали пролетели', 'Круче, чем звезды Балтийского моря', 'Проигрыш:', '}x6']"
"['Em', 'Am', 'B7', 'C', 'D', 'A', 'E', 'F#m', 'B']",47615,83,07.04.2003,https://amdm.ru/akkordi/ddt/13827/zhivoy/,"['e        g      a   g a g', 'Выживший после удара', 'e        g       a  g a', 'НАТОвско-лютой зимы', 'a        c         e    g', 'Город созрел для пожара;', 'a      g       b  g a g', 'Были и гари весны.', 'e        g      a', 'Люди в прокисших одеждах,', 'e        g       a  g a', 'Сбросив с себя тонны льда,', 'a        c         e  g', 'Лица подставив надежде,', 'a      g       b  g a g', 'Вспомнили ту, что была...', 'Припев:', 'Я живо - о - ой,', 'Я лечу по каналам любви.', 'Я живо - о - ой,', 'Я цвету, если хочешь - сорви!', 'Я живо - о - ой,', 'Я тону у тебя на руках,', 'Город мо - о - ой...', 'e   g a g a g', 'Живой!', 'e g a g a g', 'e        g      a   g a g', 'Юная звонкая дама', 'e        g       a  g a', 'Спит между строчек стихов,', 'a        c         e    g', 'А я старой мольеровской драмой', 'a      g       b  g a g', 'Жду за кулисами снов.', 'e        g      a   g a g', 'Ветер с юсуповской крыши', 'e        g       a  g a', 'Мне указал цель пути...', 'a        c         e    g', 'Сердце, пожалуйста, тише!', 'a      g       b  g a g', 'Дай до парадной дойти!', 'Припев:', 'Я живо - о - ой,', 'Я лечу по каналам любви.', 'Я живо - о - ой,', 'Я цвету, если хочешь - сорви!', 'Я живо - о - ой,', 'Я тону у тебя на руках,', 'Город мо - о - ой...', 'e        g      a   g a g', 'Треснувшие перемены,', 'e        g       a  g a', 'Выживший каменный век...', 'a        c         e    g', 'В Питере главное - стены,', 'a      g       b  g a g', 'А у стенки поет человек.', 'Проигрыш:', '|', 'B|', 'Припев:', 'Я живо - о - ой,', 'Я лечу по каналам любви.', 'Я живо - о - ой,', 'Я цвету, если хочешь - сорви!', 'Я живо - о - ой,', 'Я тону у тебя на руках,', 'Город мо - о - ой...', 'Живой!']"
"['Em', 'C', 'D', 'G', 'D/F#', 'B7', 'Em7', 'Am']",8941,15,10.10.2018,https://amdm.ru/akkordi/ddt/165816/do_vragov_dva_perehoda/,"['До врагов, до врагов - два перехода,', 'Ходим лошадью два года по горам', 'Мы такое, брат, видали -', 'Два рожка да пол-медали,', 'А по утрам - нету слов и нету сил', 'Откусил, откусил кусок побольше,', 'И пошёл туда, где тоньше, до конца,', 'До последнего приюта,', 'До смертельного салюта,', 'До венца, да не стой, кого любил', 'Эй, дибил! Получай, фашист, гранату,', 'Я два года без зарплаты, я так зол!', 'Говорили про погоду,', 'Что опять вошли мы в моду,', 'Видно, бля, вновь заварится х...ня', 'Умерла, умерла Россия в Польше,', 'И в Берлине нету больше, отцвела...', 'Отпевали на Кавказе,', 'Растянули на приказе,', 'Нету сил... Кто-то выпил-закусил...', 'Проносил я её в своём кармане,', 'Душанбе, Чечне, Афгане, а она', 'Столько лет меня встречала,', 'Провожала у причала,', 'Вот дела - от любви, брат, умерла', 'Возле тьмы только мы вдвоём с тобою,', 'Подползай, браток, прикрою, будем жить,', 'Будем живы - не помрём,', 'Достоим, дойдём, дотянем,', 'И в глаза усопшей взглянем, оживим и пропоём!', 'До врагов, до врагов минута хода,', 'Я ходил конём два года по горам...']"
"['Cm', 'A7', 'D', 'Gm']",6175,2,24.04.2015,https://amdm.ru/akkordi/ddt/112516/ltp/,"['Эх, ночь, и что-то мне не спится', 'Кровати, люди ровно в ряд', 'Я старый, нервный, в психбольнице', 'Лежу который день подряд', 'Жена-холера с тощей тёщей', 'Всё подливали за столом', 'Потом - звонок, чего уж проще', 'И вносят вот меня в дурдом', 'А на приёме доктор главный', 'Так удивлённо вскинул бровь', 'И бросил: ""Парень, видно, славный,', 'Но в жилах водка, а не кровь""', 'Нас лечат здесь не от простуды', 'Здесь в серой форме медсестра,', 'Нас лечат здесь... ой-ёй, ой-ёй', 'Пришла тяжёлая пора', 'Здесь собрались сыны свободы,', 'И каждый - первого разлива', 'Здесь лечится душа народа', 'От разлагающего пива', 'Сосед мой, Фёдя, спать не может,', 'Сидит в трусах, глядит в окно', 'Одно его сейчас тревожит:', 'Что прыгать больно высоко', 'Семёнов вертит шеей в шраме', 'Допился он и сгоряча', 'Хотел повеситься, да сняли', 'И трёт он шею, нервно хохоча', 'Эх, ночь, стон, кашель, крики ""Посадили!""', 'Семёнов чешет шею, словно зверь', 'Скрипит зубами Сеня: ""Не долили!""', 'И в такт ему поёт печально дверь', 'Мы жили просто по-спартански,', 'И часто спали на земле,', 'Нам чужды страсти по-мещански, были-были...', 'Мужали ведь на пиве и вине,', 'И деньги не совали мы в копилки, как некоторые, да,', 'А гнали государству оборот,', 'За что же нам, друзья, решётки и носилки,', 'Такой в судьбе зловещий поворот?']"
"['C', 'F', 'G', 'Am', 'C7', 'A7', 'Edim']",26365,44,07.04.2003,https://amdm.ru/akkordi/ddt/3650/foma/,"['Intro:', 'x4', 'Я часто не верю, что будет зима,', 'Когда душной ночью лежу на полу', '(Em?)', 'И мажу сгоревшую спину кефиром --', '(или же', 'Глупый Фома без креста и квартиры, --', '(', 'Мне даже не верится, что я живу.', 'Я часто не верю, что на небесах', 'Нашей любовью архангелы правят.', '(Em?)', 'Ты молча уйдешь, я останусь один -', '(или же', 'Несвежий покойник на похоронах,', '(', 'Не в силах обряд этот чем-то исправить.', 'Жизнь наша - поле ряженых мин.', 'Я брел по нему, я метался на нем.', '(Em?)', 'И, видя, как клочьями рвется мой друг,', '(или же', 'Я верю с трудом в очищенье огнем', '(', 'И часто не верю в пожатие рук.', 'Я часто не верю Большому Себе,', 'Когда замираю личинкою малой', '(Em?)', 'Под пыльным стеклом в летаргическом сне,', '(или же', 'Я часто не верю в слова одеяла', '(', 'О том, что еще мы с тобой на коне.', 'Распухшая ночь сдавила виски,', 'На лике ее фонари оцветают.', '(Em?)', 'Я шабашу на кухне в дырявом трико,', '(или же', 'Под тяжестью слов волоса облетают...', '(', 'Как хочется верить в свое ремесло.']"
"['Em', 'Em/G', 'G', 'D']",14345,19,03.01.2016,https://amdm.ru/akkordi/ddt/131577/terrorist/,"['Оглянулся, всё тихо, хвоста вроде нет', 'Колодец двора, яма чёрного хода', 'Заколочено. Чёрт бы побрал этот свет,', 'Липнущий сверху чухонским уродом.', 'Выход - гнилая пожарная лестница', 'Хрупкая, сволочь, и окна вокруг.', 'Ползут этажи так убийственно медленно', 'Мимо дрожащих, истерзанных рук.', 'Что пялишься, дура, я ведь не голый!', 'Я не к тебе, я не бабник, не вор!', 'Я - террорист! Я - Иван Помидоров!', 'Хватит трепаться, наш козырь - террор!', 'Тра-та-та-та-та-та!', 'Тра-та-та-та-та-та!', 'Гремит под ногами дырявая крыша,', 'Ныряю в чердачный удушливый мрак.', 'Пока вся нормально. Голуби, тише!', 'Гадьте спокойно, я вам не враг.', 'Вот он - тайник, из него дуло чёрное', 'Вытащил, вытер, проверил затвор', 'Ткнул пулемётом в стекло закопчённое', 'В морды кварталов, грызущих простор.', 'Гул голосов снизу нервною лапою', 'Сгрёб суету в роковые тиски.', 'Скучно вам, серые? Щас я накапаю', 'Правду на смирные ваши мозги.', 'Тра-та-та-та-та-та!', 'Тра-та-та-та-та-та!', 'Замер народ перерезанный болями', 'Дёрнулся, охнул, сорвался на визг', 'Моя психоделическая какофония', 'Взорвала середину, право-лево, верх-низ.', 'Жрите бесплатно, царёчки природы,', 'Мысли, идеи, всё то, чем я жил.', 'Рвите беззубыми ртами свободу,', 'Вонзившуюся вам между жил.', 'Тра-та-та-та-та-та!', 'Тра-та-та-та-та-та!', 'Люди опомнились, опрокурорились', 'Влезли на крышу, - Вяжи подлеца!', '- Я ж холостыми, - харкая кровью,', 'Он выл на допросах, еле дыша.', '- Ради любви к вам пошёл я на муки,', 'Вы же святыни свои растеряли!', '- Нечего, падла, народ баламутить!', 'Взяли и вправду его... Тра-та-та-та!']"
"['G', 'D', 'C', 'F']",8067,9,07.04.2003,https://amdm.ru/akkordi/ddt/7812/eto_vam_v_chas_kogda_usnu/,"['В час, когда усну я последним сном,', 'Молча отпущу стоящих за углом,', 'Что сто лет хранят старый добрый хлам.', 'Берите, это вам, берите, это вам.', 'В небо запущу белый, белый храм.', 'Не верьте, это вам, поверьте, это вам.', 'Первую любовь, объятья милых дам.', 'Любите, это вам, все это тоже вам.', 'Оставляю зло и добро друзьям.', 'Воюйте, это вам, прощайте, это вам.', 'И исчезнет след мой в конце пути.', 'Будьте, мира вам другого не найти...']"
"['Bm7', 'E7', 'Em', 'A']",4331,0,19.07.2016,https://amdm.ru/akkordi/ddt/145464/krisa_vesna/,"['Люди на ветках, люди в витринах', 'Люди на людях, в дворцовых решетках', 'Гибнут на паперти, тонут в перинах', 'Окон, весь мир умирает на стеклах', 'Весь мир умирает на стеклах...', 'Первой любви и последней измены', 'Стены, набухшие трещины-вены', 'Солнце, клинком перерезав аорту', 'Готтской зиме, поднимает когорты', 'На Невский, когорты на Невский, на Невский...', 'На Невский, Сенатскую, выиграна сеча', 'И власти доспехи ложатся на плечи', 'Весны, торжествует шагреневой кожей', '""Хлеба и зрелищ"" - голодных прохожих', 'Прохожих... [....] Прохожих...', 'И трудится жизнь в сексуальном угаре', 'Разлагаясь в мозгах, казино, тротуаре', 'В машинах, метро, в многоблочных коробках', 'На окнах дисплеев, в нечищеных глотках', 'В тебе и во мне... В тебе и во мне...', 'В тебе и во мне... В тебе и во мне...', 'Весна...', 'Весна...', 'Весна...', 'Весна...', 'И даже чудовище масти глиста', 'С розовой гадостью вместо хвоста', 'Вылезло к солнцу отравленным сердцем', 'Смертельной слюною, раздавленным перцем', 'Сквозь ахи и визг... Сквозь ахи и визг', 'Расфуфыренных дам', 'По травке газона, асфальта-ногам', 'Сумасшедшая крыса, сумасшедшая крыса', 'Сумасшедшая крыса, бредовая мразь', 'Прорвавшийся чирей, порочная связь', 'Прыгнула вверх, закружилася в вальсе', 'Жмурясь на небо, в друидовом трансе', 'Как девочка в классы, как девочка в классы', 'Как девочка в классы, игривый котенок', 'Как ласточка в облаке снятых пеленок', 'Как ласточка...', 'Как ласточка в облаке снятых пеленок', 'В листве прошлогодней играет с часами', 'Оставшейся жизни, как черт с небесами', 'Как черт с небесами', 'Хватит визжать, люди шляпы снимите', 'Божья тварь она тоже, поймите', 'Божья тварь она тоже, поймите', 'Божья тварь она тоже, поймите', 'Божья тварь она тоже, она тоже...', 'Она тоже...', 'Весна...', 'Весна...', 'Весна...', 'Весна...', 'Весна... Крыса-война...', 'Весна... Крыса-война...', 'Весна... Крыса-война...', 'Весна... Крыса-война...', 'Вылезла в ночь на солнце', 'Вылезла в день на солнце', 'Вылезла в ночь на солнце', 'Вылезла в день на солнце', 'Вылезла в день на солнце', 'Вылезла в ночь на солнце', 'Вылезла в день на солнце...', 'Весна...', 'Весна...', 'Весна...', 'Весна...']"
"['E', 'G', 'A', 'C', 'B']",11590,5,07.04.2003,https://amdm.ru/akkordi/ddt/7517/cherno_belie_tanci/,"['Куплет:', 'Цветы на глазах параллельные речи', 'Флейты, секс, драгс да Rock`n`roll', 'На плите кайф, потолки да свечи', 'Заварили мужской, да женский пол', 'Прием на приход, поворот налево', 'Коридор, тараканы, туалет, гавно', 'Соседа несет, он блюет он весь белый', 'Выход есть - как всегда в окно', 'Припев:', '(в конце каждой строки):', '2|--(5)---  - флажолеты', '3|----(5)-', 'Ты как обычно сидишь в углу', 'И пялишься на меня', 'Прекращай, я скоро уйду', 'Я... я...', 'Проигрыш: x2', '1|-------------------0---------0--', '2|-3/5-5~~-53-0---------3-2-------', '3|---------------1----------------', '4|-----------------2---2-----2----', '5|--------------------------------', '6|--------------------------------', 'Ушла сестра, перепутала дозу', 'Юность юностью мерили зря', 'Я вырвал иглу, я вставил ей розу', 'На сердце пусто не рубля', 'Ломает, трясет, не попасть в ботинок', 'Линейка, машина, магнитофон', 'Понес на сдачу, Некрасовкий рынок', 'Подцепили менты, сегодня шмон', 'Припев:', '(в конце каждой строки):', '2|--(5)---  - флажолеты', '3|----(5)-', 'Ты как обычно сидишь в углу', 'И пялишься на меня', 'Прекращай, я скоро уйду', 'Я... я...', 'КОГДА ЗАКОНЧАТСЯ ЧЕРНЫЕ БЕЛЫЕ ТАНЦЫ', 'КОГДА ЗАКОНЧАТСЯ ЧЕРНЫЕ БЕЛЫЕ ТАНЦЫ', 'Проигрыш: x2', '1|-------------------0---------0--', '2|-3/5-5~~-53-0---------3-2-------', '3|---------------1----------------', '4|-----------------2---2-----2----', '5|--------------------------------', '6|--------------------------------', 'Телефонная книжка, адрес быстро', 'Кому отсос? Кидают нет?', 'Уйду на волю. Бензин. Канистра', 'Дайте спички, да будет свет', 'Будь прокляты все параллельные речи', 'Флейты, секс, тракс, да Rock`n`roll', 'Братва, проставьте, сожгите свечи', 'Меня больше нет - золотой укол', 'Припев:', '1-2 стр. припева    3-4 строки      5-6 строки', '1|------------------|---7--------5---|---10-----10--9-------', '2|---(5)------------|------8---------|-------8---------10---  (по 2 раза', '3|-----(5)----------|---------7------|----------------------  на строку)', '4|------------------|----------------|----------------------', '5|------------------|----------------|----------------------', '6|------------------|----------------|----------------------', 'Ты как обычно стоишь в углу и молишься за меня', 'А я уголь на грязном полу, а я серая простыня', 'Я испарившаяся моча, я язык, запавший в гартань', 'Я брезгливые руки врача, я понятые - ранняя срань', 'Я невыпитая роса, я трава под лунным дождем', 'Я растущие в небо леса, я мир, куда мы уйдем', 'КОГДА ЗАКОНЧАТСЯ ЧЕРНЫЕ БЕЛЫЕ ТАНЦЫ', 'КОГДА ЗАКОНЧАТСЯ ЧЕРНЫЕ БЕЛЫЕ ТАНЦЫ']"
"['C', 'G', 'F', 'A']",15964,7,07.04.2003,https://amdm.ru/akkordi/ddt/13617/vremya/,"['Эй, кто там шагает правой?', 'Левой, левой, левой!', 'Время играет с нами в детство,', 'Детством мы рождены.', 'Наше время пылает с нами в юности,', 'Юность, долой штаны!', 'Время собирает нашу зрелость,', 'У кого высок урожай?', 'Наше время сулит безмятежную старость,', 'Кефир и видеорай.', 'Нас время по темечку лупит лопатой', 'Самосовских палачей.', 'Высунув лик из-под грима плакатов,', 'Пугает больных сыновей.', 'Эмансипацией насилует женщин,', 'Водкою глушит мужчин.', 'А подохнуть от рака у нас шансов не меньше,', 'Чем от военных морщин.', 'И     все в кайф,', 'И     все в кайф,', 'Все в кайф, родна-я! Хэй!', 'Все просто отлично,', 'Пусть бесятся наши', 'Штампованные враги,', 'Но мы тоже не будем', 'Излишне тактичны', 'На нашем тернистом пути.', '}x2', 'Скорость конвейеров растет с каждым годом,', 'Но наши запросы быстрей.', 'Для кого-то время - лишь новая мода,', 'Для нас - столкновенье идей.', 'Мы все перестроим, и скоро, я верю,', 'Земля превратится в куб.', 'Мамаша-природа смертельно пьянеет', 'В дыму атлетических труб.', 'Наши души не в силах сидеть на диете,', 'Мы кормим их до тошноты.', 'И верим, что в каждом живом человеке', 'Наберем на глоток доброты.', 'Апплодисменты! На сцене - Время!', 'А в зале уже негде сесть.', 'Родная, это не оваций трели,', 'Это рвутся сердца в его честь!', 'Наше время скорбит в телефонах доверия,', 'Любит в отделах знакомств.', 'Если что, подсчитает грехи бухгалтерия,', 'И лишит нас последних удобств.', 'Мы читаем романы, но торчим на куплетах.', 'Театры дороже кино.', 'И если солнца не видно, то огонь сигареты -', 'Наше светило.', 'Время, мы дети твоих откровений,', 'Перегибами закалены.', 'Мы снова встаем, сбросив тяжесть сомнений,', 'Мы - зерно для твоей целины.', 'Заткнитесь, оно не стоит на месте,', 'И не движется вспять!', 'Наше время не терпит плевков и лести,', 'Оно в силах за нас постоять.']"
"['G', 'C', 'Am', 'Em']",37509,39,07.04.2003,https://amdm.ru/akkordi/ddt/4701/brodyaga/,"['Вступление:', 'На дороге разбитое тело,', 'На деревьях останки души -', 'Одинокая смерть пролетела', 'В этой Богом забытой глуши.', 'Проигрыш:', 'Он лежал на истлевшем бурьяне,', 'Плыли в небе слепые глаза.', 'Безымянный, босой, окаянный,', 'А вдали собиралась гроза.', 'На груди в свете молний сияли', 'Два червя да серебряный крест,', 'А вдали молча горы стояли,', 'Стерегли пустоту этих мест.', 'Эй, бродяга, ты сын человечий,', 'Где твой конь, где жена, где село?', 'Облаками окутавши плечи,', 'Мать-гроза отпевала его.', 'Сколько лет ты по свету скитался,', 'Как давно от родимой двери?', 'В даль ушел и навек там остался,', 'Господь душу его забери.', 'Закопал я его под ольхою,', 'Свет от молний стекал по усам,', 'Не увидел я тень за собою...', 'Понял, что хоронил себя сам.']"
"['F', 'G(III)', 'G', 'Am', 'Dsus2', 'D---1', 'D--3']",39526,21,07.04.2003,https://amdm.ru/akkordi/ddt/3061/lybov/,"['Проигрыш 1 в конце каждой строчки первого куплета:', 'e-3---1-0----', 'B----------3-', '1.Он прожил много лет, он прожил много зим.', 'Тянулись серые дни и никого рядом с ним.', 'Он просто пил, ел, спал, тянулись серые дни.', 'Тянулись серые дни, они и только они.', '(Здесь и затем во втором куплете вступает ритм гитара, на каждый', 'поставленный аккорд следует ритм: удар сверху-вниз,', 'шестнадцатая пауза, снизу-верх и сразу снова вниз', 'с одновременным гашением стун ладонью. Между аккордами', 'четвертная пауза.)', '2.Небо, улицы, люди, все в серой золе', 'Одиночество стынет на пыльном столе', 'Он петляет петлей от окна до окна', 'Из которых уже не видна не видна а-она-а', 'Припев:', '(проигрыш 1)', 'Любовь,               любовь!', 'Любовь, о-о-о-о, любовь!', '3.Старый город зевая поднялся с земли о-о-о-о', 'Он стряхнул с себя мусор, разогнал корабли о-о-о-о', 'Засадил голый Невский зеленой травой ой-ой-ой', 'Александрийский столб покрылся как мечтами листвой о-о-о-о', '4.Медный Петр в увольнении, до сих пор нет!?', 'Пошел в разнос говорят, ведь конь стоял столько лет', 'Все дома вверх ногами, все сходит с ума', 'Вон там вдали, вон за Невой- она, ОНА-а-а-а', '(проигрыш1)', 'Любовь,             любовь.', '(проигрыш1)', 'Любовь,             любо-о-овь.', 'Соло:', 'e-----------------------------------', 'B-----------------------------------', 'G-----------1-----------------------', '/3-(3)---4--3-1---------1/3----', 'A--4------------------4-4---4-------', 'E-----------------------------------', 'e----------------------------------------------', 'B----------------------------------------------', 'G------0--0-3-1--0-----------------------------', 'D--1-3-------------3--1-1--3/5-3--3h5p3-1h3p1--', 'A----------------------------------------------', 'E----------------------------------------------', 'e------------------------------------', 'B------------1-----------------------', 'G-----2-(2)----3--2-0---------0-2----', '/5-----------------3-3--3--------', 'A------------------------------------', 'E------------------------------------', 'e------------------------------------------', 'B------0--0-3-1--0-------------------------', 'G--0-2-------------2--0-0------------------', 'D-------------------------7/5-7p5h7-5h7p5--', 'A------------------------------------------', 'E------------------------------------------', 'Любовь, о-о-о-о любовь.', 'Любовь, о-о-о-о любовь.', 'Любо-о-о-о-вь, любовь!', 'Любовь, о-о-о-о любовь.', 'Coda: (здесь в местах расстановки аккордов один раз плавно большим пальцем', 'проводить сверху-вниз по всем струнам, КРОМЕ случая условно обозначенного', 'G1￼ -￼ это обычный  баррешный G, у которого не играется 1 струна.', 'Условное обозначение', '*￼ расшифровывается так: во взятом аккорде', 'играется первая струна (1 лад), затем указательный палец зажимающий', 'барэ приподнимается и играется первая открытая струна, т.е.', 'e----1--0--)', 'Он прожил много лет', '*', '*', 'Он прожил много зим', 'Тянулись серые дни', '*￼', '* ￼', 'И никого рядом с ним']"
"['C', 'Am', 'B', 'Em']",24320,49,15.09.2016,https://amdm.ru/akkordi/ddt/149322/ti_ne_odin/,"['(1)\t\tКогда идет дождь', '', 'Когда в глаза свет', '', 'Проходящих мимо машин', '', 'И никого нет', '', 'На дорожных столбах венки', '', 'Как маяки', '', 'Прожитых лет', '', 'Четверть века в пути...', '(2)\t\tТретью жизнь за рулем', '', 'Три века без сна', '', 'Завевает наши', '', 'Сердца серым дождем', '', 'И кажется все:', '', 'По нулям кислород и бензин', '', 'И с кем-то она', '', 'Но все-таки знай -', 'Припев:', '', 'Ты не один', '', 'Ты не один', '(3)\t\tВетви старых дорог', '', 'Хлещут тебя по лицу', '', 'Нас гоняют по свету ветер и рок', '', 'Золотая листва', '', 'Полыхая огнем,', '', 'Вместе с верностью рвется к концу', '', 'Лишь ночной чернозем, чернозем', '', 'И в небе - звезда.', 'Припев:', '', 'Ты не один', '', 'Ты не один', '(4)\t\tНа дороге туман', '', 'Нам мерещится дым', '', 'Ты уехал за счастьем,', '', 'Вернулся просто седым', '', 'И кто знает, какой новой верой', '', 'Решится эта борьба', '', 'Быть, быть на этом пути', '', 'Наша судьба.', 'Припев:', '', 'Ты не один', '', 'Ты не один']"
"['G', 'D', 'C']",12238,15,07.04.2003,https://amdm.ru/akkordi/ddt/4645/obdolbanniy_vasya/,"['Обдолбанный Вася с обдолбанной Машей', 'Стоял у Сайгона, на Кубе шабашил,', 'Стоял у Огрызка, в *** шабашил.', 'Тут к ним подползает обдолбанный Сеня.', 'Семян с воскресенья торчит в полный рост.', 'Семян с воскресенья торчит в полный рост.', 'Приносит тут Гришу обдолбанный Федя', '- Ну как поторчали? - Ништяк, вся Ok.', 'Сидели на газе, на стройке здесь рядом.', 'Сторчав два баллона, решили поесть.', 'Обдолбанный Сеня взглянул с омерзеньем', 'На долбанный Невский, гавно - не страна!', '- Пошли-ка долбиться! - воскликнула Маша.', 'Что ж кайфа здесь нету. Пошли, старина.']"
"['C', 'G', 'F', 'Am7', 'C7', 'Am7/B']",24373,31,07.04.2003,https://amdm.ru/akkordi/ddt/2702/u_tebya_est_sin/,"['У тебя есть сын, у меня - лишь ночь,', 'У тебя есть дом, у меня - лишь дым,', 'Над отцом-огнем улетая прочь', 'Он клубится льдом по глазам седым.', 'У тебя поют, у меня - луна,', 'У тебя тепло, у меня - к нулю.', 'За спиной - стена, а в стене - стекло,', 'Вот и весь уют, вот и вся война.']"
"['G', 'C', 'Bm', 'Em', 'Am']",6961,2,10.01.2015,https://amdm.ru/akkordi/ddt/103929/za_visokoy_goroy/,"['За высокой горой, за осенним дождем,', 'За холодной золой, за голодным огнём,', 'За неверной тропой, за истлевшей травой...', 'Где упала стрела, вишня ночь замела', 'За молочной рекой, берестою снегов,', 'Ядовитой луной, маяками костров...', 'За полярной звездой, за живою водой', 'Где Перун и Сварог, где Стривог вдоль дорог', 'И гнедой, быстрый Орь носит всполохи зорь...', 'Где агатовый свет и любовь много лет,', 'Где ни боли, ни лжи, где другая земля,', 'Обними и скажи, прикоснись и скажи: ""Это я.""']"
